id,skill_path,field_name,raw_value
9155,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture/SKILL.md,description,"Implement Vast.ai reference architecture with best-practice project layout.
Use when designing new Vast.ai integrations, reviewing project structure,
or establishing architecture standards for Vast.ai applications.
Trigger with phrases like ""vastai architecture"", ""vastai best practices"",
""vastai project structure"", ""how to organize vastai"", ""vastai layout"".
"
9156,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture/SKILL.md,allowed-tools,"Read, Grep"
9157,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture/SKILL.md,version,1.0.0
9158,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture/SKILL.md,license,MIT
9159,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9160,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9161,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,name,vastai-sdk-patterns
9162,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,description,"Apply production-ready Vast.ai SDK patterns for TypeScript and Python.
Use when implementing Vast.ai integrations, refactoring SDK usage,
or establishing team coding standards for Vast.ai.
Trigger with phrases like ""vastai SDK patterns"", ""vastai best practices"",
""vastai code patterns"", ""idiomatic vastai"".
"
9163,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,allowed-tools,"Read, Write, Edit"
9164,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,version,1.0.0
9165,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,license,MIT
9166,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9167,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9168,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,name,vastai-security-basics
9169,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,description,"Apply Vast.ai security best practices for secrets and access control.
Use when securing API keys, implementing least privilege access,
or auditing Vast.ai security configuration.
Trigger with phrases like ""vastai security"", ""vastai secrets"",
""secure vastai"", ""vastai API key security"".
"
9170,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,allowed-tools,"Read, Write, Grep"
9171,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,version,1.0.0
9172,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,license,MIT
9173,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9174,plugins/saas-packs/vastai-pack/skills/vastai-security-basics/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9175,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,name,vastai-upgrade-migration
9176,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,description,"Analyze, plan, and execute Vast.ai SDK upgrades with breaking change detection.
Use when upgrading Vast.ai SDK versions, detecting deprecations,
or migrating to new API versions.
Trigger with phrases like ""upgrade vastai"", ""vastai migration"",
""vastai breaking changes"", ""update vastai SDK"", ""analyze vastai version"".
"
9177,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(git:*)"
9178,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,version,1.0.0
9179,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,license,MIT
9180,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9181,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9182,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,name,vastai-webhooks-events
9183,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,description,"Implement Vast.ai webhook signature validation and event handling.
Use when setting up webhook endpoints, implementing signature verification,
or handling Vast.ai event notifications securely.
Trigger with phrases like ""vastai webhook"", ""vastai events"",
""vastai webhook signature"", ""handle vastai events"", ""vastai notifications"".
"
9184,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(curl:*)"
9185,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,version,1.0.0
9186,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,license,MIT
9187,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9188,plugins/saas-packs/vastai-pack/skills/vastai-webhooks-events/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9189,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,name,vercel-advanced-troubleshooting
9190,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,description,"Execute apply Vercel advanced debugging techniques for hard-to-diagnose issues.
Use when standard troubleshooting fails, investigating complex race conditions,
or preparing evidence bundles for Vercel support escalation.
Trigger with phrases like ""vercel hard bug"", ""vercel mystery error"",
""vercel impossible to debug"", ""difficult vercel issue"", ""vercel deep debug"".
"
9191,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,allowed-tools,"Read, Grep, Bash(kubectl:*), Bash(curl:*), Bash(tcpdump:*)"
9192,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,version,1.0.0
9193,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,license,MIT
9194,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9195,plugins/saas-packs/vercel-pack/skills/vercel-advanced-troubleshooting/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9196,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,name,vercel-architecture-variants
9197,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,description,"Execute choose and implement Vercel validated architecture blueprints for different scales.
Use when designing new Vercel integrations, choosing between monolith/service/microservice
architectures, or planning migration paths for Vercel applications.
Trigger with phrases like ""vercel architecture"", ""vercel blueprint"",
""how to structure vercel"", ""vercel project layout"", ""vercel microservice"".
"
9198,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,allowed-tools,"Read, Grep"
9199,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,version,1.0.0
9200,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,license,MIT
9201,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9202,plugins/saas-packs/vercel-pack/skills/vercel-architecture-variants/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9203,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,name,vercel-ci-integration
9204,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,description,"Configure Vercel CI/CD integration with GitHub Actions and testing.
Use when setting up automated testing, configuring CI pipelines,
or integrating Vercel tests into your build process.
Trigger with phrases like ""vercel CI"", ""vercel GitHub Actions"",
""vercel automated tests"", ""CI vercel"".
"
9205,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(gh:*)"
9206,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,version,1.0.0
9207,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,license,MIT
9208,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9209,plugins/saas-packs/vercel-pack/skills/vercel-ci-integration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9210,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,name,vercel-common-errors
9211,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,description,"Execute diagnose and fix Vercel common errors and exceptions.
Use when encountering Vercel errors, debugging failed requests,
or troubleshooting integration issues.
Trigger with phrases like ""vercel error"", ""fix vercel"",
""vercel not working"", ""debug vercel"".
"
9212,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,allowed-tools,"Read, Grep, Bash(curl:*)"
9213,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,version,1.0.0
9214,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,license,MIT
9215,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9216,plugins/saas-packs/vercel-pack/skills/vercel-common-errors/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9217,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,name,vercel-cost-tuning
9218,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,description,"Optimize Vercel costs through tier selection, sampling, and usage monitoring.
Use when analyzing Vercel billing, reducing API costs,
or implementing usage monitoring and budget alerts.
Trigger with phrases like ""vercel cost"", ""vercel billing"",
""reduce vercel costs"", ""vercel pricing"", ""vercel expensive"", ""vercel budget"".
"
9219,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,allowed-tools,"Read, Grep"
9220,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,version,1.0.0
9221,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,license,MIT
9222,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9223,plugins/saas-packs/vercel-pack/skills/vercel-cost-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9224,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,name,vercel-data-handling
9225,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,description,"Implement Vercel PII handling, data retention, and GDPR/CCPA compliance patterns.
Use when handling sensitive data, implementing data redaction, configuring retention policies,
or ensuring compliance with privacy regulations for Vercel integrations.
Trigger with phrases like ""vercel data"", ""vercel PII"",
""vercel GDPR"", ""vercel data retention"", ""vercel privacy"", ""vercel CCPA"".
"
9226,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,allowed-tools,"Read, Write, Edit"
9227,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,version,1.0.0
9228,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,license,MIT
9229,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9230,plugins/saas-packs/vercel-pack/skills/vercel-data-handling/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9231,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,name,vercel-debug-bundle
9232,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,description,"Execute collect Vercel debug evidence for support tickets and troubleshooting.
Use when encountering persistent issues, preparing support tickets,
or collecting diagnostic information for Vercel problems.
Trigger with phrases like ""vercel debug"", ""vercel support bundle"",
""collect vercel logs"", ""vercel diagnostic"".
"
9233,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,allowed-tools,"Read, Bash(grep:*), Bash(curl:*), Bash(tar:*), Grep"
9234,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,version,1.0.0
9235,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,license,MIT
9236,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9237,plugins/saas-packs/vercel-pack/skills/vercel-debug-bundle/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9238,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,name,vercel-deploy-integration
9239,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,description,"Deploy Vercel integrations to Vercel, Fly.io, and Cloud Run platforms.
Use when deploying Vercel-powered applications to production,
configuring platform-specific secrets, or setting up deployment pipelines.
Trigger with phrases like ""deploy vercel"", ""vercel Vercel"",
""vercel production deploy"", ""vercel Cloud Run"", ""vercel Fly.io"".
"
9240,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(vercel:*), Bash(fly:*), Bash(gcloud:*)"
9241,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,version,1.0.0
9242,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,license,MIT
9243,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9244,plugins/saas-packs/vercel-pack/skills/vercel-deploy-integration/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9245,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,name,vercel-deploy-preview
9246,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,description,"Execute Vercel primary workflow: Deploy Preview.
Use when Deploying a preview for a pull request,
Testing changes before production, or Sharing preview URLs with stakeholders.
Trigger with phrases like ""vercel deploy preview"",
""create preview deployment with vercel"".
"
9247,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Grep"
9248,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,version,1.0.0
9249,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,license,MIT
9250,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9251,plugins/saas-packs/vercel-pack/skills/vercel-deploy-preview/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9252,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,name,vercel-edge-functions
9253,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,description,"Execute Vercel secondary workflow: Edge Functions.
Use when API routes with minimal latency,
or complementing primary workflow.
Trigger with phrases like ""vercel edge function"",
""deploy edge function with vercel"".
"
9254,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Grep"
9255,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,version,1.0.0
9256,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,license,MIT
9257,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9258,plugins/saas-packs/vercel-pack/skills/vercel-edge-functions/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9259,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,name,vercel-enterprise-rbac
9260,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,description,"Configure Vercel enterprise SSO, role-based access control, and organization management.
Use when implementing SSO integration, configuring role-based permissions,
or setting up organization-level controls for Vercel.
Trigger with phrases like ""vercel SSO"", ""vercel RBAC"",
""vercel enterprise"", ""vercel roles"", ""vercel permissions"", ""vercel SAML"".
"
9261,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,allowed-tools,"Read, Write, Edit"
9262,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,version,1.0.0
9263,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,license,MIT
9264,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9265,plugins/saas-packs/vercel-pack/skills/vercel-enterprise-rbac/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9266,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,name,vercel-hello-world
9267,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,description,"Create a minimal working Vercel example.
Use when starting a new Vercel integration, testing your setup,
or learning basic Vercel API patterns.
Trigger with phrases like ""vercel hello world"", ""vercel example"",
""vercel quick start"", ""simple vercel code"".
"
9268,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,allowed-tools,"Read, Write, Edit"
9269,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,version,1.0.0
9270,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,license,MIT
9271,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9272,plugins/saas-packs/vercel-pack/skills/vercel-hello-world/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9273,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,name,vercel-incident-runbook
9274,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,description,"Execute Vercel incident response procedures with triage, mitigation, and postmortem.
Use when responding to Vercel-related outages, investigating errors,
or running post-incident reviews for Vercel integration failures.
Trigger with phrases like ""vercel incident"", ""vercel outage"",
""vercel down"", ""vercel on-call"", ""vercel emergency"", ""vercel broken"".
"
9275,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,allowed-tools,"Read, Grep, Bash(kubectl:*), Bash(curl:*)"
9276,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,version,1.0.0
9277,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,license,MIT
9278,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9279,plugins/saas-packs/vercel-pack/skills/vercel-incident-runbook/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9280,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,name,vercel-install-auth
9281,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,description,"Install and configure Vercel SDK/CLI authentication.
Use when setting up a new Vercel integration, configuring API keys,
or initializing Vercel in your project.
Trigger with phrases like ""install vercel"", ""setup vercel"",
""vercel auth"", ""configure vercel API key"".
"
9282,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pip:*), Grep"
9283,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,version,1.0.0
9284,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,license,MIT
9285,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9286,plugins/saas-packs/vercel-pack/skills/vercel-install-auth/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9287,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,name,vercel-known-pitfalls
9288,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,description,"Execute identify and avoid Vercel anti-patterns and common integration mistakes.
Use when reviewing Vercel code for issues, onboarding new developers,
or auditing existing Vercel integrations for best practices violations.
Trigger with phrases like ""vercel mistakes"", ""vercel anti-patterns"",
""vercel pitfalls"", ""vercel what not to do"", ""vercel code review"".
"
9289,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,allowed-tools,"Read, Grep"
9290,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,version,1.0.0
9291,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,license,MIT
9292,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9293,plugins/saas-packs/vercel-pack/skills/vercel-known-pitfalls/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9294,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,name,vercel-load-scale
9295,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,description,"Implement Vercel load testing, auto-scaling, and capacity planning strategies.
Use when running performance tests, configuring horizontal scaling,
or planning capacity for Vercel integrations.
Trigger with phrases like ""vercel load test"", ""vercel scale"",
""vercel performance test"", ""vercel capacity"", ""vercel k6"", ""vercel benchmark"".
"
9296,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(k6:*), Bash(kubectl:*)"
9297,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,version,1.0.0
9298,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,license,MIT
9299,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9300,plugins/saas-packs/vercel-pack/skills/vercel-load-scale/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9301,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,name,vercel-local-dev-loop
9302,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,description,"Configure Vercel local development with hot reload and testing.
Use when setting up a development environment, configuring test workflows,
or establishing a fast iteration cycle with Vercel.
Trigger with phrases like ""vercel dev setup"", ""vercel local development"",
""vercel dev environment"", ""develop with vercel"".
"
9303,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(pnpm:*), Grep"
9304,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,version,1.0.0
9305,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,license,MIT
9306,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9307,plugins/saas-packs/vercel-pack/skills/vercel-local-dev-loop/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9308,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,name,vercel-migration-deep-dive
9309,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,description,"Execute Vercel major re-architecture and migration strategies with strangler fig pattern.
Use when migrating to or from Vercel, performing major version upgrades,
or re-platforming existing integrations to Vercel.
Trigger with phrases like ""migrate vercel"", ""vercel migration"",
""switch to vercel"", ""vercel replatform"", ""vercel upgrade major"".
"
9310,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npm:*), Bash(node:*), Bash(kubectl:*)"
9311,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,version,1.0.0
9312,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,license,MIT
9313,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9314,plugins/saas-packs/vercel-pack/skills/vercel-migration-deep-dive/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9315,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,name,vercel-multi-env-setup
9316,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,description,"Configure Vercel across development, staging, and production environments.
Use when setting up multi-environment deployments, configuring per-environment secrets,
or implementing environment-specific Vercel configurations.
Trigger with phrases like ""vercel environments"", ""vercel staging"",
""vercel dev prod"", ""vercel environment setup"", ""vercel config by env"".
"
9317,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(aws:*), Bash(gcloud:*), Bash(vault:*)"
9318,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,version,1.0.0
9319,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,license,MIT
9320,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9321,plugins/saas-packs/vercel-pack/skills/vercel-multi-env-setup/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9322,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,name,vercel-observability
9323,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,description,"Execute set up comprehensive observability for Vercel integrations with metrics, traces, and alerts.
Use when implementing monitoring for Vercel operations, setting up dashboards,
or configuring alerting for Vercel integration health.
Trigger with phrases like ""vercel monitoring"", ""vercel metrics"",
""vercel observability"", ""monitor vercel"", ""vercel alerts"", ""vercel tracing"".
"
9324,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,allowed-tools,"Read, Write, Edit"
9325,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,version,1.0.0
9326,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,license,MIT
9327,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9328,plugins/saas-packs/vercel-pack/skills/vercel-observability/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9329,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,name,vercel-performance-tuning
9330,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,description,"Optimize Vercel API performance with caching, batching, and connection pooling.
Use when experiencing slow API responses, implementing caching strategies,
or optimizing request throughput for Vercel integrations.
Trigger with phrases like ""vercel performance"", ""optimize vercel"",
""vercel latency"", ""vercel caching"", ""vercel slow"", ""vercel batch"".
"
9331,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,allowed-tools,"Read, Write, Edit"
9332,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,version,1.0.0
9333,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,license,MIT
9334,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
9335,plugins/saas-packs/vercel-pack/skills/vercel-performance-tuning/SKILL.md,compatible-with,"claude-code, codex, openclaw"
9336,plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/SKILL.md,name,vercel-policy-guardrails
9337,plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/SKILL.md,description,"Implement Vercel lint rules, policy enforcement, and automated guardrails.
Use when setting up code quality rules for Vercel integrations, implementing
pre-commit hooks, or configuring CI policy checks for Vercel best practices.
Trigger with phrases like ""vercel policy"", ""vercel lint"",
""vercel guardrails"", ""vercel best practices check"", ""vercel eslint"".
"
9338,plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/SKILL.md,allowed-tools,"Read, Write, Edit, Bash(npx:*)"
9339,plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/SKILL.md,version,1.0.0
9340,plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/SKILL.md,license,MIT
9341,plugins/saas-packs/vercel-pack/skills/vercel-policy-guardrails/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
