id,name,path,pack_name,plugin_name,structure_shape,file_count,has_references,has_scripts,has_assets
1125,retellai-data-handling,plugins/saas-packs/retellai-pack/skills/retellai-data-handling,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1126,retellai-debug-bundle,plugins/saas-packs/retellai-pack/skills/retellai-debug-bundle,saas-packs,retellai-pack,SKILL.md,1,0,0,0
1127,retellai-deploy-integration,plugins/saas-packs/retellai-pack/skills/retellai-deploy-integration,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1128,retellai-enterprise-rbac,plugins/saas-packs/retellai-pack/skills/retellai-enterprise-rbac,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1129,retellai-hello-world,plugins/saas-packs/retellai-pack/skills/retellai-hello-world,saas-packs,retellai-pack,SKILL.md,1,0,0,0
1130,retellai-incident-runbook,plugins/saas-packs/retellai-pack/skills/retellai-incident-runbook,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1131,retellai-install-auth,plugins/saas-packs/retellai-pack/skills/retellai-install-auth,saas-packs,retellai-pack,SKILL.md,1,0,0,0
1132,retellai-known-pitfalls,plugins/saas-packs/retellai-pack/skills/retellai-known-pitfalls,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1133,retellai-load-scale,plugins/saas-packs/retellai-pack/skills/retellai-load-scale,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1134,retellai-local-dev-loop,plugins/saas-packs/retellai-pack/skills/retellai-local-dev-loop,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1135,retellai-migration-deep-dive,plugins/saas-packs/retellai-pack/skills/retellai-migration-deep-dive,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1136,retellai-multi-env-setup,plugins/saas-packs/retellai-pack/skills/retellai-multi-env-setup,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1137,retellai-observability,plugins/saas-packs/retellai-pack/skills/retellai-observability,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1138,retellai-performance-tuning,plugins/saas-packs/retellai-pack/skills/retellai-performance-tuning,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1139,retellai-policy-guardrails,plugins/saas-packs/retellai-pack/skills/retellai-policy-guardrails,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1140,retellai-prod-checklist,plugins/saas-packs/retellai-pack/skills/retellai-prod-checklist,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1141,retellai-rate-limits,plugins/saas-packs/retellai-pack/skills/retellai-rate-limits,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1142,retellai-reference-architecture,plugins/saas-packs/retellai-pack/skills/retellai-reference-architecture,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1143,retellai-reliability-patterns,plugins/saas-packs/retellai-pack/skills/retellai-reliability-patterns,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1144,retellai-sdk-patterns,plugins/saas-packs/retellai-pack/skills/retellai-sdk-patterns,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1145,retellai-security-basics,plugins/saas-packs/retellai-pack/skills/retellai-security-basics,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1146,retellai-upgrade-migration,plugins/saas-packs/retellai-pack/skills/retellai-upgrade-migration,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1147,retellai-webhooks-events,plugins/saas-packs/retellai-pack/skills/retellai-webhooks-events,saas-packs,retellai-pack,SKILL.md + references/,2,1,0,0
1148,sentry-advanced-troubleshooting,plugins/saas-packs/sentry-pack/skills/sentry-advanced-troubleshooting,saas-packs,sentry-pack,SKILL.md + references/,9,1,0,0
1149,sentry-architecture-variants,plugins/saas-packs/sentry-pack/skills/sentry-architecture-variants,saas-packs,sentry-pack,SKILL.md + references/,9,1,0,0
1150,sentry-ci-integration,plugins/saas-packs/sentry-pack/skills/sentry-ci-integration,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1151,sentry-common-errors,plugins/saas-packs/sentry-pack/skills/sentry-common-errors,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1152,sentry-cost-tuning,plugins/saas-packs/sentry-pack/skills/sentry-cost-tuning,saas-packs,sentry-pack,SKILL.md + references/,7,1,0,0
1153,sentry-data-handling,plugins/saas-packs/sentry-pack/skills/sentry-data-handling,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1154,sentry-debug-bundle,plugins/saas-packs/sentry-pack/skills/sentry-debug-bundle,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1155,sentry-deploy-integration,plugins/saas-packs/sentry-pack/skills/sentry-deploy-integration,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1156,sentry-enterprise-rbac,plugins/saas-packs/sentry-pack/skills/sentry-enterprise-rbac,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1157,sentry-error-capture,plugins/saas-packs/sentry-pack/skills/sentry-error-capture,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1158,sentry-hello-world,plugins/saas-packs/sentry-pack/skills/sentry-hello-world,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1159,sentry-incident-runbook,plugins/saas-packs/sentry-pack/skills/sentry-incident-runbook,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1160,sentry-install-auth,plugins/saas-packs/sentry-pack/skills/sentry-install-auth,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1161,sentry-known-pitfalls,plugins/saas-packs/sentry-pack/skills/sentry-known-pitfalls,saas-packs,sentry-pack,SKILL.md + references/,8,1,0,0
1162,sentry-load-scale,plugins/saas-packs/sentry-pack/skills/sentry-load-scale,saas-packs,sentry-pack,SKILL.md + references/,7,1,0,0
1163,sentry-local-dev-loop,plugins/saas-packs/sentry-pack/skills/sentry-local-dev-loop,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1164,sentry-migration-deep-dive,plugins/saas-packs/sentry-pack/skills/sentry-migration-deep-dive,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1165,sentry-multi-env-setup,plugins/saas-packs/sentry-pack/skills/sentry-multi-env-setup,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1166,sentry-observability,plugins/saas-packs/sentry-pack/skills/sentry-observability,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1167,sentry-performance-tracing,plugins/saas-packs/sentry-pack/skills/sentry-performance-tracing,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1168,sentry-performance-tuning,plugins/saas-packs/sentry-pack/skills/sentry-performance-tuning,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1169,sentry-policy-guardrails,plugins/saas-packs/sentry-pack/skills/sentry-policy-guardrails,saas-packs,sentry-pack,SKILL.md + references/,8,1,0,0
1170,sentry-prod-checklist,plugins/saas-packs/sentry-pack/skills/sentry-prod-checklist,saas-packs,sentry-pack,SKILL.md + references/,6,1,0,0
1171,sentry-rate-limits,plugins/saas-packs/sentry-pack/skills/sentry-rate-limits,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1172,sentry-reference-architecture,plugins/saas-packs/sentry-pack/skills/sentry-reference-architecture,saas-packs,sentry-pack,SKILL.md + references/,7,1,0,0
1173,sentry-release-management,plugins/saas-packs/sentry-pack/skills/sentry-release-management,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1174,sentry-reliability-patterns,plugins/saas-packs/sentry-pack/skills/sentry-reliability-patterns,saas-packs,sentry-pack,SKILL.md + references/,9,1,0,0
1175,sentry-sdk-patterns,plugins/saas-packs/sentry-pack/skills/sentry-sdk-patterns,saas-packs,sentry-pack,SKILL.md + references/,4,1,0,0
1176,sentry-security-basics,plugins/saas-packs/sentry-pack/skills/sentry-security-basics,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1177,sentry-upgrade-migration,plugins/saas-packs/sentry-pack/skills/sentry-upgrade-migration,saas-packs,sentry-pack,SKILL.md + references/,5,1,0,0
1178,windsurf-api-development,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-api-development,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1179,windsurf-audit-logging,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-audit-logging,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1180,windsurf-cascade-agents,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cascade-agents,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1181,windsurf-cascade-context,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cascade-context,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1182,windsurf-cascade-onboarding,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cascade-onboarding,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1183,windsurf-cicd-github-actions,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-cicd-github-actions,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1184,windsurf-code-completion,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-code-completion,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1185,windsurf-code-privacy,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-code-privacy,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1186,windsurf-custom-prompts,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-custom-prompts,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1187,windsurf-debugging-ai,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-debugging-ai,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1188,windsurf-dependency-management,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-dependency-management,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1189,windsurf-dockerfile-generation,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-dockerfile-generation,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1190,windsurf-enterprise-sso,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-enterprise-sso,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1191,windsurf-extension-pack,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-extension-pack,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1192,windsurf-flows-automation,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-flows-automation,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1193,windsurf-git-integration,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-git-integration,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1194,windsurf-keyboard-shortcuts,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-keyboard-shortcuts,saas-packs,skill-databases,SKILL.md + references/,4,1,0,0
1195,windsurf-license-management,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-license-management,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1196,windsurf-linting-config,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-linting-config,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1197,windsurf-mcp-integration,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-mcp-integration,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1198,windsurf-multi-file-editing,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-multi-file-editing,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1199,windsurf-performance-profiling,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-performance-profiling,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1200,windsurf-refactoring-large,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-refactoring-large,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1201,windsurf-release-automation,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-release-automation,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1202,windsurf-team-settings,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-team-settings,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1203,windsurf-terminal-ai,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-terminal-ai,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1204,windsurf-test-generation,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-test-generation,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1205,windsurf-theme-customization,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-theme-customization,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1206,windsurf-usage-analytics,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-usage-analytics,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1207,windsurf-workspace-setup,plugins/saas-packs/skill-databases/windsurf/skills/windsurf-workspace-setup,saas-packs,skill-databases,SKILL.md + references/,5,1,0,0
1208,speak-ci-integration,plugins/saas-packs/speak-pack/skills/speak-ci-integration,saas-packs,speak-pack,SKILL.md + references/,3,1,0,0
1209,speak-common-errors,plugins/saas-packs/speak-pack/skills/speak-common-errors,saas-packs,speak-pack,SKILL.md + references/,3,1,0,0
1210,speak-core-workflow-a,plugins/saas-packs/speak-pack/skills/speak-core-workflow-a,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1211,speak-core-workflow-b,plugins/saas-packs/speak-pack/skills/speak-core-workflow-b,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1212,speak-cost-tuning,plugins/saas-packs/speak-pack/skills/speak-cost-tuning,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1213,speak-data-handling,plugins/saas-packs/speak-pack/skills/speak-data-handling,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1214,speak-debug-bundle,plugins/saas-packs/speak-pack/skills/speak-debug-bundle,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1215,speak-deploy-integration,plugins/saas-packs/speak-pack/skills/speak-deploy-integration,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1216,speak-enterprise-rbac,plugins/saas-packs/speak-pack/skills/speak-enterprise-rbac,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1217,speak-hello-world,plugins/saas-packs/speak-pack/skills/speak-hello-world,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1218,speak-incident-runbook,plugins/saas-packs/speak-pack/skills/speak-incident-runbook,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1219,speak-install-auth,plugins/saas-packs/speak-pack/skills/speak-install-auth,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1220,speak-local-dev-loop,plugins/saas-packs/speak-pack/skills/speak-local-dev-loop,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1221,speak-migration-deep-dive,plugins/saas-packs/speak-pack/skills/speak-migration-deep-dive,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1222,speak-multi-env-setup,plugins/saas-packs/speak-pack/skills/speak-multi-env-setup,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1223,speak-observability,plugins/saas-packs/speak-pack/skills/speak-observability,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1224,speak-performance-tuning,plugins/saas-packs/speak-pack/skills/speak-performance-tuning,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1225,speak-prod-checklist,plugins/saas-packs/speak-pack/skills/speak-prod-checklist,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1226,speak-rate-limits,plugins/saas-packs/speak-pack/skills/speak-rate-limits,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1227,speak-reference-architecture,plugins/saas-packs/speak-pack/skills/speak-reference-architecture,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1228,speak-sdk-patterns,plugins/saas-packs/speak-pack/skills/speak-sdk-patterns,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1229,speak-security-basics,plugins/saas-packs/speak-pack/skills/speak-security-basics,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1230,speak-upgrade-migration,plugins/saas-packs/speak-pack/skills/speak-upgrade-migration,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1231,speak-webhooks-events,plugins/saas-packs/speak-pack/skills/speak-webhooks-events,saas-packs,speak-pack,SKILL.md + references/,2,1,0,0
1232,supabase-advanced-troubleshooting,plugins/saas-packs/supabase-pack/skills/supabase-advanced-troubleshooting,saas-packs,supabase-pack,SKILL.md + references/,6,1,0,0
1233,supabase-architecture-variants,plugins/saas-packs/supabase-pack/skills/supabase-architecture-variants,saas-packs,supabase-pack,SKILL.md + references/,6,1,0,0
1234,supabase-auth-storage-realtime-core,plugins/saas-packs/supabase-pack/skills/supabase-auth-storage-realtime-core,saas-packs,supabase-pack,SKILL.md,1,0,0,0
1235,supabase-ci-integration,plugins/saas-packs/supabase-pack/skills/supabase-ci-integration,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1236,supabase-common-errors,plugins/saas-packs/supabase-pack/skills/supabase-common-errors,saas-packs,supabase-pack,SKILL.md + references/,3,1,0,0
1237,supabase-cost-tuning,plugins/saas-packs/supabase-pack/skills/supabase-cost-tuning,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1238,supabase-data-handling,plugins/saas-packs/supabase-pack/skills/supabase-data-handling,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1239,supabase-debug-bundle,plugins/saas-packs/supabase-pack/skills/supabase-debug-bundle,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1240,supabase-deploy-integration,plugins/saas-packs/supabase-pack/skills/supabase-deploy-integration,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1241,supabase-enterprise-rbac,plugins/saas-packs/supabase-pack/skills/supabase-enterprise-rbac,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1242,supabase-hello-world,plugins/saas-packs/supabase-pack/skills/supabase-hello-world,saas-packs,supabase-pack,SKILL.md,1,0,0,0
1243,supabase-incident-runbook,plugins/saas-packs/supabase-pack/skills/supabase-incident-runbook,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1244,supabase-install-auth,plugins/saas-packs/supabase-pack/skills/supabase-install-auth,saas-packs,supabase-pack,SKILL.md,1,0,0,0
1245,supabase-known-pitfalls,plugins/saas-packs/supabase-pack/skills/supabase-known-pitfalls,saas-packs,supabase-pack,SKILL.md + references/,3,1,0,0
1246,supabase-load-scale,plugins/saas-packs/supabase-pack/skills/supabase-load-scale,saas-packs,supabase-pack,SKILL.md + references/,6,1,0,0
1247,supabase-local-dev-loop,plugins/saas-packs/supabase-pack/skills/supabase-local-dev-loop,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1248,supabase-migration-deep-dive,plugins/saas-packs/supabase-pack/skills/supabase-migration-deep-dive,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1249,supabase-multi-env-setup,plugins/saas-packs/supabase-pack/skills/supabase-multi-env-setup,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1250,supabase-observability,plugins/saas-packs/supabase-pack/skills/supabase-observability,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1251,supabase-performance-tuning,plugins/saas-packs/supabase-pack/skills/supabase-performance-tuning,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1252,supabase-policy-guardrails,plugins/saas-packs/supabase-pack/skills/supabase-policy-guardrails,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1253,supabase-prod-checklist,plugins/saas-packs/supabase-pack/skills/supabase-prod-checklist,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1254,supabase-rate-limits,plugins/saas-packs/supabase-pack/skills/supabase-rate-limits,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1255,supabase-reference-architecture,plugins/saas-packs/supabase-pack/skills/supabase-reference-architecture,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1256,supabase-reliability-patterns,plugins/saas-packs/supabase-pack/skills/supabase-reliability-patterns,saas-packs,supabase-pack,SKILL.md + references/,6,1,0,0
1257,supabase-schema-from-requirements,plugins/saas-packs/supabase-pack/skills/supabase-schema-from-requirements,saas-packs,supabase-pack,SKILL.md,1,0,0,0
1258,supabase-sdk-patterns,plugins/saas-packs/supabase-pack/skills/supabase-sdk-patterns,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1259,supabase-security-basics,plugins/saas-packs/supabase-pack/skills/supabase-security-basics,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1260,supabase-upgrade-migration,plugins/saas-packs/supabase-pack/skills/supabase-upgrade-migration,saas-packs,supabase-pack,SKILL.md + references/,4,1,0,0
1261,supabase-webhooks-events,plugins/saas-packs/supabase-pack/skills/supabase-webhooks-events,saas-packs,supabase-pack,SKILL.md + references/,5,1,0,0
1262,twinmind-ci-integration,plugins/saas-packs/twinmind-pack/skills/twinmind-ci-integration,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1263,twinmind-common-errors,plugins/saas-packs/twinmind-pack/skills/twinmind-common-errors,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1264,twinmind-core-workflow-a,plugins/saas-packs/twinmind-pack/skills/twinmind-core-workflow-a,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1265,twinmind-core-workflow-b,plugins/saas-packs/twinmind-pack/skills/twinmind-core-workflow-b,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1266,twinmind-cost-tuning,plugins/saas-packs/twinmind-pack/skills/twinmind-cost-tuning,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1267,twinmind-data-handling,plugins/saas-packs/twinmind-pack/skills/twinmind-data-handling,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1268,twinmind-debug-bundle,plugins/saas-packs/twinmind-pack/skills/twinmind-debug-bundle,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1269,twinmind-deploy-integration,plugins/saas-packs/twinmind-pack/skills/twinmind-deploy-integration,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1270,twinmind-enterprise-rbac,plugins/saas-packs/twinmind-pack/skills/twinmind-enterprise-rbac,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1271,twinmind-hello-world,plugins/saas-packs/twinmind-pack/skills/twinmind-hello-world,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1272,twinmind-incident-runbook,plugins/saas-packs/twinmind-pack/skills/twinmind-incident-runbook,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1273,twinmind-install-auth,plugins/saas-packs/twinmind-pack/skills/twinmind-install-auth,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1274,twinmind-local-dev-loop,plugins/saas-packs/twinmind-pack/skills/twinmind-local-dev-loop,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1275,twinmind-migration-deep-dive,plugins/saas-packs/twinmind-pack/skills/twinmind-migration-deep-dive,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1276,twinmind-multi-env-setup,plugins/saas-packs/twinmind-pack/skills/twinmind-multi-env-setup,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1277,twinmind-observability,plugins/saas-packs/twinmind-pack/skills/twinmind-observability,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1278,twinmind-performance-tuning,plugins/saas-packs/twinmind-pack/skills/twinmind-performance-tuning,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1279,twinmind-prod-checklist,plugins/saas-packs/twinmind-pack/skills/twinmind-prod-checklist,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1280,twinmind-rate-limits,plugins/saas-packs/twinmind-pack/skills/twinmind-rate-limits,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1281,twinmind-reference-architecture,plugins/saas-packs/twinmind-pack/skills/twinmind-reference-architecture,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1282,twinmind-sdk-patterns,plugins/saas-packs/twinmind-pack/skills/twinmind-sdk-patterns,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1283,twinmind-security-basics,plugins/saas-packs/twinmind-pack/skills/twinmind-security-basics,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1284,twinmind-upgrade-migration,plugins/saas-packs/twinmind-pack/skills/twinmind-upgrade-migration,saas-packs,twinmind-pack,SKILL.md,1,0,0,0
1285,twinmind-webhooks-events,plugins/saas-packs/twinmind-pack/skills/twinmind-webhooks-events,saas-packs,twinmind-pack,SKILL.md + references/,2,1,0,0
1286,vastai-ci-integration,plugins/saas-packs/vastai-pack/skills/vastai-ci-integration,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1287,vastai-common-errors,plugins/saas-packs/vastai-pack/skills/vastai-common-errors,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1288,vastai-core-workflow-a,plugins/saas-packs/vastai-pack/skills/vastai-core-workflow-a,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1289,vastai-core-workflow-b,plugins/saas-packs/vastai-pack/skills/vastai-core-workflow-b,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1290,vastai-cost-tuning,plugins/saas-packs/vastai-pack/skills/vastai-cost-tuning,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1291,vastai-data-handling,plugins/saas-packs/vastai-pack/skills/vastai-data-handling,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1292,vastai-debug-bundle,plugins/saas-packs/vastai-pack/skills/vastai-debug-bundle,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1293,vastai-deploy-integration,plugins/saas-packs/vastai-pack/skills/vastai-deploy-integration,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1294,vastai-enterprise-rbac,plugins/saas-packs/vastai-pack/skills/vastai-enterprise-rbac,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1295,vastai-hello-world,plugins/saas-packs/vastai-pack/skills/vastai-hello-world,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1296,vastai-incident-runbook,plugins/saas-packs/vastai-pack/skills/vastai-incident-runbook,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1297,vastai-install-auth,plugins/saas-packs/vastai-pack/skills/vastai-install-auth,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1298,vastai-local-dev-loop,plugins/saas-packs/vastai-pack/skills/vastai-local-dev-loop,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1299,vastai-migration-deep-dive,plugins/saas-packs/vastai-pack/skills/vastai-migration-deep-dive,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1300,vastai-multi-env-setup,plugins/saas-packs/vastai-pack/skills/vastai-multi-env-setup,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1301,vastai-observability,plugins/saas-packs/vastai-pack/skills/vastai-observability,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1302,vastai-performance-tuning,plugins/saas-packs/vastai-pack/skills/vastai-performance-tuning,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1303,vastai-prod-checklist,plugins/saas-packs/vastai-pack/skills/vastai-prod-checklist,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1304,vastai-rate-limits,plugins/saas-packs/vastai-pack/skills/vastai-rate-limits,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1305,vastai-reference-architecture,plugins/saas-packs/vastai-pack/skills/vastai-reference-architecture,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1306,vastai-sdk-patterns,plugins/saas-packs/vastai-pack/skills/vastai-sdk-patterns,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1307,vastai-security-basics,plugins/saas-packs/vastai-pack/skills/vastai-security-basics,saas-packs,vastai-pack,SKILL.md,1,0,0,0
1308,vastai-upgrade-migration,plugins/saas-packs/vastai-pack/skills/vastai-upgrade-migration,saas-packs,vastai-pack,SKILL.md,1,0,0,0
